SITEVISITID,SITE,OBS_YEAR,DATE_,MISSIONID,OCC_SITEID,ANALYSIS_YEAR,ANALYSIS_SCHEME,SEC_NAME,EXCLUDE_FLAG,TRANSECT_PHOTOS,Oceanography,METHOD,REGION,ISLAND,PERM_SITE,CLIMATE_STATION_YN,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,CCA,CORAL,EMA,HAL,I,MA,SC,SED,TURF,N,new.N
9007,KIN-00264,2015,4/28/2015,HA1501,NA,2015,RAMP_BASIC,Kingman,0,-1,0,CNET,PRIAs,Kingman,0,0,6.390145,-162.3445,Backreef,Mid,4.844291,65.74394,4.49827,0.3460208,6.574394,0,1.038062,0,16.95502,300,289
9008,KIN-00364,2015,4/28/2015,HA1501,NA,2015,RAMP_BASIC,Kingman,0,-1,0,CNET,PRIAs,Kingman,0,0,6.386725,-162.3448,Backreef,Shallow,22.26148,26.14841,6.360424,0,15.90106,0.3533569,2.473498,0,26.50177,310,283
9009,KIN-00262,2015,4/28/2015,HA1501,NA,2015,RAMP_BASIC,Kingman,0,-1,0,CNET,PRIAs,Kingman,0,0,6.385195,-162.3593,Backreef,Deep,1.838235,11.02941,11.76471,7.720588,0.3676471,0.3676471,0,0,66.91176,300,272
9010,KIN-00662,2015,4/28/2015,HA1501,NA,2015,RAMP_BASIC,Kingman,0,-1,0,CNET,PRIAs,Kingman,0,0,6.389517,-162.3597,Lagoon,Mid,26.92308,53.84615,7.692308,1.048951,2.097902,0.3496503,0.3496503,0,7.692308,300,286
9011,KIN-00272,2015,4/28/2015,HA1501,NA,2015,RAMP_BASIC,Kingman,0,-1,0,CNET,PRIAs,Kingman,0,0,6.410619,-162.3582,Backreef,Shallow,2.739726,44.86301,1.712329,0.6849315,1.027397,0.3424658,1.027397,0.6849315,46.91781,300,292
9012,KIN-00361,2015,4/28/2015,HA1501,NA,2015,RAMP_BASIC,Kingman,0,-1,0,CNET,PRIAs,Kingman,0,0,6.390323,-162.3428,Backreef,Mid,1.094891,48.17518,4.379562,0.3649635,8.759124,0,0,0,37.22628,300,274
9016,PAL-00017,2015,4/20/2015,HA1501,NA,2015,RAMP_BASIC,Palmyra,0,-1,1,CNET,PRIAs,Palmyra,-1,0,5.875182,-162.139,Forereef,Deep,21.32867,36.01399,23.42657,2.097902,0,0.3496503,1.048951,3.846154,11.88811,320,286
9017,KOA-00001,2015,5/23/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.7166,120.8719,UNKNOWN,UNKNOWN,1.020408,3.401361,1.020408,0,1.70068,0.6802721,0.3401361,8.163265,83.67347,300,294
9018,KOA-00002,2015,5/23/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.7166,120.8722,UNKNOWN,UNKNOWN,5.387205,17.50842,0.6734007,0,0.3367003,1.683502,0,0,74.41077,300,297
9019,ART-00001,2015,5/24/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.70776,120.8743,UNKNOWN,UNKNOWN,1.355932,5.084746,2.033898,0,0,29.15254,0.3389831,4.40678,57.62712,300,295
9020,ART-00002,2015,5/25/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.70814,120.8746,UNKNOWN,UNKNOWN,2.405498,7.216495,2.061856,0,0.3436426,53.2646,0.6872852,1.37457,32.64605,300,291
9021,BAO-00001,2015,5/26/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.72805,120.8836,UNKNOWN,UNKNOWN,0.3508772,16.14035,0.3508772,0,0.3508772,1.052632,0,5.263158,76.49123,310,285
9022,BAO-00002,2015,5/26/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.72788,120.8837,UNKNOWN,UNKNOWN,2.298851,28.16092,0.5747126,0,0,0.5747126,0,0,68.3908,180,174
9023,TWI-00001,2015,6/3/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.69054,120.889,UNKNOWN,UNKNOWN,0,12.16216,0,0,14.52703,4.054054,0.3378378,0.3378378,68.58108,310,296
9024,TWI-00002,2015,6/3/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.69069,120.8892,UNKNOWN,UNKNOWN,2.713178,6.20155,1.937984,0,5.813953,0.7751938,0,3.100775,79.45736,300,258
9025,BAA-00002,2015,5/29/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.65859,120.8951,UNKNOWN,UNKNOWN,0.6756757,26.68919,0,0,5.067568,0.6756757,38.17568,1.689189,27.02703,320,296
9026,BAA-00001,2015,5/29/2015,MP1507,NA,2015,NA,Philippines,-1,-1,1,CNET,CT,Philippines,0,0,13.65885,120.8951,UNKNOWN,UNKNOWN,6.227106,17.94872,5.494505,0,12.45421,1.098901,1.465201,0.3663004,54.94505,300,273
9199,TUT-00011,2015,2/26/2015,HA1501,NA,2015,NA,TUT_FAGALUA,0,-1,1,CNET,SAMOA,Tutuila,-1,0,-14.36042,-170.7503,Forereef,Mid,23.82671,38.62816,6.498195,0,1.083032,2.166065,0.7220217,0.3610108,26.7148,300,277
9200,OFU-00004,2015,3/21/2015,HA1501,NA,2015,NA,Ofu & Olosega,0,-1,1,CNET,SAMOA,Ofu & Olosega,-1,0,-14.17737,-169.6496,Forereef,Mid,24.63235,19.48529,10.29412,13.23529,2.573529,6.25,0,0,23.52941,300,272
9226,TUT-02183,2015,10/26/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29176,-170.8024,Forereef,Mid,22.88732,18.66197,13.73239,0.3521127,0,0.7042254,0,0,43.66197,300,284
9227,TUT-02178,2015,10/26/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29131,-170.8041,Forereef,Mid,3.071672,10.9215,3.754266,0,0,0.6825939,0,1.365188,80.20478,300,293
9228,TUT-02193,2015,10/26/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29232,-170.8042,Forereef,Shallow,1.020408,6.122449,32.65306,0,0,0,0,1.70068,58.5034,300,294
9229,TUT-02190,2015,10/27/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29162,-170.8064,Forereef,Deep,7.876712,4.794521,9.589041,1.027397,0.3424658,14.72603,0.3424658,0.6849315,60.61644,300,292
9230,TUT-02181,2015,10/27/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28871,-170.7994,Forereef,Mid,2.777778,26.73611,6.25,0,1.388889,0,0,0.6944444,62.15278,300,288
9231,TUT-02192,2015,10/27/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28884,-170.7988,Forereef,Shallow,10.60071,20.84806,18.0212,0,0,0,0,0,50.53004,300,283
9232,TUT-02189,2015,10/28/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29119,-170.8021,Forereef,Deep,1.677852,5.369128,0.6711409,0.6711409,0,5.369128,0,7.38255,78.85906,300,298
9233,TUT-02180,2015,10/28/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29048,-170.8009,Forereef,Mid,1.706485,16.38225,2.047782,0.3412969,0.3412969,0.3412969,0,2.047782,76.79181,300,293
9234,TUT-02196,2015,10/28/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2923,-170.8024,Forereef,Shallow,5.498282,37.1134,7.560137,0,0,0.3436426,0,0,49.48454,300,291
9235,TUT-02218,2015,10/29/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2937,-170.6749,Forereef,Mid,16.95502,13.84083,47.05882,0.3460208,0,2.422145,0.3460208,0,19.03114,300,289
9236,TUT-02219,2015,10/29/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29043,-170.6766,Forereef,Mid,22.33677,34.7079,33.67698,0,0,0.3436426,0,0,8.934708,300,291
9237,TUT-02230,2015,10/29/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2928,-170.6753,Forereef,Shallow,39.86254,18.21306,30.58419,0,0,0,0.6872852,0,10.65292,300,291
9238,TUT-02235,2015,10/29/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29477,-170.6749,Forereef,Shallow,23.63014,13.0137,48.9726,0,0,0.3424658,5.479452,0,8.561644,300,292
9239,TUT-02187,2015,10/30/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28876,-170.8,Forereef,Deep,1.748252,1.398601,1.748252,0.6993007,0.3496503,4.545455,0,0.6993007,88.81119,300,286
9240,TUT-02184,2015,10/30/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29188,-170.8065,Forereef,Mid,2.749141,47.07904,1.718213,0,0,0,0,1.030928,47.42268,300,291
9241,TUT-02191,2015,10/30/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29253,-170.8045,Forereef,Shallow,4.778157,12.28669,21.16041,0,0,0.3412969,0,1.023891,60.40956,300,293
9242,TUT-02237,2015,10/31/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29193,-170.6806,Backreef,Shallow,2.48227,46.4539,0.7092199,0,0,8.865248,0,4.255319,37.23404,300,282
9243,TUT-02243,2015,10/31/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29282,-170.6791,Backreef,Shallow,2.047782,2.047782,7.508532,0,0,0.6825939,0,1.706485,86.00683,300,293
9244,TUT-02199,2015,11/2/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28182,-170.811,Forereef,Deep,20.90592,0.3484321,14.28571,0,0,0,0,4.181185,60.27875,300,287
9245,TUT-02142,2015,11/2/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24955,-170.6724,Forereef,Mid,0,12.96928,1.706485,1.365188,0,37.20137,0,1.023891,45.73379,300,293
9246,TUT-02144,2015,11/2/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24864,-170.671,Forereef,Mid,0,15.87838,0.3378378,3.378378,0,17.90541,0,22.2973,40.2027,300,296
9247,TUT-02141,2015,11/2/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24711,-170.6693,Forereef,Mid,1.030928,31.95876,3.436426,9.278351,0,9.965636,0.3436426,1.37457,42.61168,300,291
9249,TUT-02152,2015,11/3/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24753,-170.6732,Forereef,Mid,0.3508772,24.21053,2.807018,16.14035,0,10.87719,0,13.68421,31.92982,300,285
9250,TUT-02148,2015,11/3/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24561,-170.6716,Forereef,Mid,1.060071,9.187279,4.59364,12.01413,0.3533569,8.833922,0,24.73498,39.22261,300,283
9251,TUT-02161,2015,11/3/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24625,-170.6723,Forereef,Shallow,22.56944,26.38889,8.333333,8.333333,0,0.6944444,0,0,33.68056,300,288
9252,TUT-02166,2015,11/3/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24872,-170.674,Forereef,Shallow,1.677852,14.7651,4.026846,0.3355705,0,18.79195,0,2.348993,58.05369,300,298
9253,TUT-02203,2015,11/4/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28123,-170.812,Forereef,Deep,14.33447,1.706485,14.33447,0,0,0,0,2.389078,67.23549,300,293
9254,TUT-02140,2015,11/4/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2464,-170.6672,Forereef,Mid,7.79661,28.81356,9.491525,4.40678,1.016949,3.050847,0,8.474576,36.94915,300,295
9255,TUT-02156,2015,11/4/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24612,-170.6721,Forereef,Mid,5.802048,12.28669,11.94539,11.94539,0,4.43686,0,9.897611,43.68601,300,293
9256,TUT-02150,2015,11/4/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2484,-170.6738,Forereef,Shallow,2.356902,13.80471,4.040404,3.030303,0,11.78451,0,20.20202,44.78114,300,297
9257,TUT-02170,2015,11/5/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24839,-170.6701,Forereef,Shallow,14.02878,47.1223,0.7194245,1.438849,0,0.3597122,0,1.798561,34.53237,300,278
9258,TUT-02174,2015,11/5/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.25006,-170.6728,Forereef,Shallow,5.776173,44.76534,2.166065,0.3610108,0,5.776173,0,0,41.15523,300,277
9259,TUT-02172,2015,11/5/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2492,-170.6712,Forereef,Shallow,8.965517,5.517241,4.482759,4.827586,0,11.03448,0,11.03448,54.13793,300,290
9261,TUT-02186,2015,11/6/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29094,-170.8043,Forereef,Deep,15.69966,8.87372,7.167235,3.412969,0,0.6825939,0,0.3412969,63.82253,300,293
9262,TUT-02155,2015,11/6/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24323,-170.6699,Forereef,Mid,21.01695,19.32203,9.830508,7.457627,0,1.016949,0,1.694915,39.66102,300,295
9263,TUT-02255,2015,11/6/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24661,-170.6725,Forereef,Mid,0,19.31034,1.37931,10.34483,0,2.758621,0,9.310345,56.89655,300,290
9265,TUT-02226,2015,11/7/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28998,-170.6805,Backreef,Shallow,2.422145,7.266436,1.730104,0,0,2.422145,0,5.882353,80.27682,300,289
9266,TUT-02224,2015,11/7/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2892,-170.6806,Backreef,Shallow,2.027027,0.3378378,0.6756757,0,0,0.6756757,0,11.14865,85.13514,300,296
9267,TUT-02209,2015,11/9/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28733,-170.675,Forereef,Mid,22.86689,4.43686,62.45734,0,0.3412969,0,2.389078,0,7.508532,300,293
9268,TUT-02208,2015,11/9/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28836,-170.6777,Forereef,Mid,7.094595,10.81081,8.445946,0.3378378,1.351351,0,10.13514,10.47297,51.35135,300,296
9269,TUT-02248,2015,11/9/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28695,-170.6743,Forereef,Shallow,32.87671,28.76712,30.82192,0,1.712329,0.3424658,0.3424658,0,5.136986,300,292
9270,TUT-02249,2015,11/9/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28765,-170.6763,Forereef,Shallow,50.51195,5.802048,18.08874,0,0,0,3.412969,0,22.1843,300,293
9272,TUT-02211,2015,11/10/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28991,-170.6742,Forereef,Mid,25.08475,10.50847,59.66102,0,0,0.3389831,0,0,4.40678,300,295
9273,TUT-02232,2015,11/10/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29089,-170.6741,Forereef,Shallow,17.02128,43.26241,12.76596,0,0.3546099,0,0.3546099,0,26.24113,300,282
9274,TUT-02242,2015,11/10/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29058,-170.6801,Backreef,Shallow,14.38596,8.421053,5.614035,0,0,13.68421,0,7.017544,50.87719,300,285
9275,TUT-02221,2015,11/10/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28985,-170.6799,Backreef,Shallow,12.17712,7.380074,4.059041,0.7380074,0,10.3321,0,1.107011,64.20664,300,271
9276,TUT-02210,2015,11/11/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28921,-170.6767,Forereef,Mid,22.55892,6.397306,49.83165,0,0,0,2.693603,0,18.51852,300,297
9277,TUT-02245,2015,11/11/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29122,-170.6796,Backreef,Shallow,6.545455,17.09091,2.545455,0,0.3636364,24.36364,0,1.090909,48,300,275
9278,TUT-02167,2015,11/12/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_NO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24381,-170.6701,Forereef,Shallow,22.72727,38.81119,8.741259,1.398601,0.3496503,2.097902,0,0,25.87413,300,286
9279,TUT-02169,2015,11/12/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24774,-170.6698,Forereef,Shallow,4.912281,38.94737,1.754386,4.561404,0,10.17544,0,2.105263,37.54386,300,285
9280,TUT-02177,2015,11/12/2015,MP1602,NA,2015,SAMOA_CLIMATE,VATIA_SO,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2498,-170.6733,Forereef,Shallow,3.061224,46.59864,1.360544,2.380952,0,2.721088,0,1.70068,42.17687,300,294
9281,TUT-02205,2015,11/13/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2806,-170.8098,Forereef,Deep,20.42254,4.225352,29.57746,0.7042254,0,0,0,0,45.07042,300,284
9282,TUT-02182,2015,11/13/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29123,-170.8034,Forereef,Mid,8.503401,26.53061,6.462585,0,0,0.3401361,0,0,58.16327,300,294
9283,TUT-02194,2015,11/13/2015,MP1602,NA,2015,SAMOA_CLIMATE,FAGAM,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29183,-170.8051,Forereef,Shallow,12.02749,17.86942,28.86598,0,0.3436426,1.37457,0,0,39.5189,300,291
9285,KIM-00001,2012,9/10/2012,SB1209,NA,2012,NA,New Britain,-1,-1,1,CNET,CT,New Britain,0,0,-5.308898,150.1264,UNKNOWN,UNKNOWN,4.195804,41.60839,9.090909,0,8.391608,0.6993007,5.594406,7.342657,23.07692,330,286
9286,KIM-00002,2012,9/11/2012,SB1209,NA,2012,NA,New Britain,-1,-1,1,CNET,CT,New Britain,0,0,-5.295172,150.1281,UNKNOWN,UNKNOWN,2.293578,69.72477,6.880734,0,1.376147,0.4587156,0,0,19.26606,260,218
9288,KIM-00004,2012,9/14/2012,SB1209,NA,2012,NA,New Britain,-1,-1,1,CNET,CT,New Britain,0,0,-5.325325,150.2981,UNKNOWN,UNKNOWN,6.69145,51.30112,11.89591,0,6.69145,0.7434944,1.115242,0,21.56134,330,269
9289,KIM-00005,2012,9/14/2012,SB1209,NA,2012,NA,New Britain,-1,-1,1,CNET,CT,New Britain,0,0,-5.201301,150.3777,UNKNOWN,UNKNOWN,2.48227,25.53191,15.60284,9.929078,3.546099,2.12766,0,3.191489,37.58865,320,282
9290,KIM-00006,2012,9/13/2012,SB1209,NA,2012,NA,New Britain,-1,-1,1,CNET,CT,New Britain,0,0,-5.090135,150.1909,UNKNOWN,UNKNOWN,3.041825,34.22053,14.06844,0.3802281,7.984791,1.901141,14.8289,1.520913,22.05323,320,263
9292,TUT-02306,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.30097,-170.8164,Forereef,Shallow,13.91941,58.24176,16.84982,0,0,0,0,0.7326007,10.25641,300,273
9293,TUT-02287,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.3011,-170.8237,Forereef,Mid,19.35484,47.31183,14.69534,0,0,1.433692,0,0,17.2043,300,279
9294,TUT-02300,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.30692,-170.828,Forereef,Shallow,9.863946,8.163265,23.46939,0,0,0,0,0,58.5034,300,294
9295,TUT-02281,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.31514,-170.8371,Forereef,Mid,26.57343,36.36364,15.03497,0,0,0.3496503,0,0,21.67832,300,286
9296,TUT-02295,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29568,-170.8119,Forereef,Mid,7.534247,45.20548,9.589041,0.3424658,0,0,0,0,37.32877,300,292
9297,TUT-02259,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29787,-170.8133,Forereef,Deep,3.703704,24.57912,4.713805,0.6734007,0.3367003,0.6734007,0,1.683502,63.63636,300,297
9298,TUT-02303,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.30945,-170.832,Forereef,Shallow,18.61199,29.02208,18.92744,0,0,0.3154574,0.3154574,0,32.80757,330,317
9299,TUT-02292,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.31034,-170.8353,Forereef,Mid,5.387205,67.34007,4.040404,0,0,0,0,0,23.23232,300,297
9301,TUT-02266,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29902,-170.8148,Forereef,Deep,4.635762,49.33775,9.602649,0.9933775,0,0,0,8.609272,26.82119,310,302
9303,TUT-02286,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.3091,-170.8341,Forereef,Mid,3.846154,60.25641,5.448718,0,0,0,0,2.24359,28.20513,320,312
9304,TUT-02279,2016,4/15/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.31752,-170.8378,Forereef,Mid,1.257862,30.18868,4.402516,0.9433962,0,0,0,7.54717,55.66038,320,318
9306,TUT-02402,2016,4/16/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.3544,-170.7864,Forereef,Shallow,30.97015,46.26866,5.223881,0,0.7462687,0,0.3731343,0.3731343,16.04478,280,268
9307,TUT-02382,2016,4/16/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.34135,-170.7894,Forereef,Mid,20.27491,49.82818,9.278351,0,1.030928,0,1.030928,0,18.5567,300,291
9308,TUT-02381,2016,4/16/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.33212,-170.8086,Forereef,Mid,11.74497,48.99329,9.060403,4.697987,0.3355705,0,0,6.375839,18.79195,300,298
9309,TUT-02363,2016,4/16/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.36439,-170.7817,Forereef,Deep,14.96599,46.93878,6.462585,0.3401361,0,0,0,14.28571,17.0068,300,294
9310,TUT-02413,2016,4/16/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.34557,-170.7888,Forereef,Shallow,38.60759,40.50633,9.177215,0,0,0,0,0,11.70886,320,316
9311,TUT-02393,2016,4/16/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.33539,-170.8026,Forereef,Mid,21.56863,53.59477,10.78431,0.9803922,0.3267974,2.287582,0,2.287582,8.169935,310,306
9312,TUT-02367,2016,4/16/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.32787,-170.8113,Forereef,Mid,2.675585,3.67893,16.05351,0,0,2.341137,0,30.76923,44.48161,300,299
9313,TUT-02368,2016,4/16/2016,SE1602,NA,2016,AS_SANCTUARY,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.3319,-170.826,Forereef,Mid,29.22535,53.16901,11.97183,0.3521127,1.056338,1.408451,0,0,2.816901,300,284
