OBJECTID,ROUNDID,MISSIONID,REGION_NAME,ISLAND,SITE,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,SITEVISITID,DATE_,OBS_YEAR,DIVER,REPLICATEID,REP,METHOD,PHOTOGRAPHER,TRAINING_YN,DEPTH,SURVEY_RADIUS_M,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,TUNICATE,ZOANTHID,CORALLIMORPH,CLAM,CYANO,SPONGE,OTHER,OTHER_TYPE,HABITAT_CODE,HABITAT_TYPE,CURRENT_STRENGTH,VISIBILITY,MIN_DEPTH,MAX_DEPTH,SUBSTRATE_HEIGHT_0,SUBSTRATE_HEIGHT_20,SUBSTRATE_HEIGHT_50,SUBSTRATE_HEIGHT_100,SUBSTRATE_HEIGHT_150,MAX_HEIGHT,URCHIN_DACOR,BORING_URCHIN_DACOR,SPECIES,TAXONNAME,COMMONNAME,COMMONFAMILYALL,FAMILY,SCIENTIFIC_NAME,RANK,TROPHIC,TROPHIC_MONREP,LW_A,LW_B,LMAX,LENGTH_CONVERSION_FACTOR,COUNT,SIZE_,OBS_TYPE,OBS_DESC
2280207,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,POIM,Pomacanthus imperator,Emperor angelfish,Angelfish,Pomacanthidae,Pomacanthus imperator,Species,SI,SECONDARY,0.0276,3,38,1,1,25,I,Instantaneous
2280208,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,APXA,Apolemichthys xanthopunctatus,Goldspotted angelfish,Angelfish,Pomacanthidae,Apolemichthys xanthopunctatus,Species,SI,SECONDARY,0.0669,2.724,25,1,1,20,N,Non-Instantaneous
2280209,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CELO,Centropyge loricula,Flame angel,Angelfish,Pomacanthidae,Centropyge loricula,Species,H,PRIMARY,0.0314,2.7995,10,1,5,6,I,Instantaneous
2280210,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,STAU,Stegastes aureus,Golden gregory,Damselfish,Pomacentridae,Stegastes aureus,Species,H,PRIMARY,0.0349,2.9109,11,1,4,7,I,Instantaneous
2280211,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,STAU,Stegastes aureus,Golden gregory,Damselfish,Pomacentridae,Stegastes aureus,Species,H,PRIMARY,0.0349,2.9109,11,1,3,8,I,Instantaneous
2280212,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PLDI,Plectroglyphidodon dickii,Blackbar devil,Damselfish,Pomacentridae,Plectroglyphidodon dickii,Species,Cor,SECONDARY,0.0612,2.747,11,1,3,5,I,Instantaneous
2280213,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CHVA,Chromis vanderbilti,Vanderbilt's chromis,Damselfish,Pomacentridae,Chromis vanderbilti,Species,Pk,PLANKTIVORE,0.0258,3,15,1,10,4,I,Instantaneous
2280214,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CHVA,Chromis vanderbilti,Vanderbilt's chromis,Damselfish,Pomacentridae,Chromis vanderbilti,Species,Pk,PLANKTIVORE,0.0258,3,15,1,5,3,I,Instantaneous
2280215,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CHMA,Chromis margaritifer,Bicolor chromis,Damselfish,Pomacentridae,Chromis margaritifer,Species,Pk,PLANKTIVORE,0.0258,3,8,1,40,5,I,Instantaneous
2280216,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CHMA,Chromis margaritifer,Bicolor chromis,Damselfish,Pomacentridae,Chromis margaritifer,Species,Pk,PLANKTIVORE,0.0258,3,8,1,20,4,I,Instantaneous
2280217,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PSOL,Pseudanthias olivaceus,Olive anthias,Anthias,Serranidae,Pseudanthias olivaceus,Species,Pk,PLANKTIVORE,0.0177,2.9969,12,1,100,3,I,Instantaneous
2280218,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,LETA,Lepidozygus tapeinosoma,Fusilier damselfish,Damselfish,Pomacentridae,Lepidozygus tapeinosoma,Species,Pk,PLANKTIVORE,0.00959,3,10,1,50,5,I,Instantaneous
2280219,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,LETA,Lepidozygus tapeinosoma,Fusilier damselfish,Damselfish,Pomacentridae,Lepidozygus tapeinosoma,Species,Pk,PLANKTIVORE,0.00959,3,10,1,50,6,I,Instantaneous
2280220,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,LUWH,Luzonichthys whitleyi,Whitley's splitfin,Anthias,Serranidae,Luzonichthys whitleyi,Species,Pk,PLANKTIVORE,0.00959,3,6,1,1400,4,I,Instantaneous
2280221,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PLRH,Plagiotremus rhinorhynchos,Bluestriped fangblenny,Blenny,Blenniidae,Plagiotremus rhinorhynchos,Species,Par,SECONDARY,0.0012,3.792,10,0.94,2,5,I,Instantaneous
2280222,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PSBA,Pseudanthias bartlettorum,Bartlett's anthias,Anthias,Serranidae,Pseudanthias bartlettorum,Species,Pk,PLANKTIVORE,0.00959,3,9,1,1500,4,I,Instantaneous
2280223,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PSBA,Pseudanthias bartlettorum,Bartlett's anthias,Anthias,Serranidae,Pseudanthias bartlettorum,Species,Pk,PLANKTIVORE,0.00959,3,9,1,100,5,I,Instantaneous
2280224,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,SATI,Sargocentron tiere,Blue lined squirrelfish,Soldierfish,Holocentridae,Sargocentron tiere,Species,MI,SECONDARY,0.0234,3,33,1,1,25,I,Instantaneous
2280225,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,SATI,Sargocentron tiere,Blue lined squirrelfish,Soldierfish,Holocentridae,Sargocentron tiere,Species,MI,SECONDARY,0.0234,3,33,1,1,26,I,Instantaneous
2280226,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PAHE,Paracirrhites hemistictus,Whitespot hawkfish,Hawkfish,Cirrhitidae,Paracirrhites hemistictus,Species,Pisc,PISCIVORE,0.0165,3.1253,28,1,1,20,I,Instantaneous
2280227,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PAHE,Paracirrhites hemistictus,Whitespot hawkfish,Hawkfish,Cirrhitidae,Paracirrhites hemistictus,Species,Pisc,PISCIVORE,0.0165,3.1253,28,1,1,22,I,Instantaneous
2280228,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PAHE,Paracirrhites hemistictus,Whitespot hawkfish,Hawkfish,Cirrhitidae,Paracirrhites hemistictus,Species,Pisc,PISCIVORE,0.0165,3.1253,28,1,1,17,I,Instantaneous
2280229,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CIOX,Cirrhitichthys oxycephalus,Coral hawkfish,Hawkfish,Cirrhitidae,Cirrhitichthys oxycephalus,Species,MI,SECONDARY,0.0172,2.977,12,1,1,5,I,Instantaneous
2280230,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PAFO,Paracirrhites forsteri,Blackside hawkfish,Hawkfish,Cirrhitidae,Paracirrhites forsteri,Species,Pisc,PISCIVORE,0.0165,3.1253,23,1,1,5,I,Instantaneous
2280231,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,APFU,Aphareus furca,Small toothed jobfish,Snapper,Lutjanidae,Aphareus furca,Species,Pisc,PISCIVORE,0.0105,3,70,1,1,30,T,After 10 minutes
2280232,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,PACY,Parupeneus cyclostomus,Goldsaddle goatfish,Goatfish,Mullidae,Parupeneus cyclostomus,Species,Pisc,PISCIVORE,0.0124,3,50,1,1,30,T,After 10 minutes
2280233,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,ZACO,Zanclus cornutus,Moorish idol,Moorish idol,Zanclidae,Zanclus cornutus,Species,SI,SECONDARY,0.0147,3.36990999,20,0.96,1,20,T,After 10 minutes
2280234,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,ZACO,Zanclus cornutus,Moorish idol,Moorish idol,Zanclidae,Zanclus cornutus,Species,SI,SECONDARY,0.0147,3.36990999,20,0.96,1,21,T,After 10 minutes
2280235,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,NAHE,Naso hexacanthus,Sleek unicornfish,Surgeonfish,Acanthuridae,Naso hexacanthus,Species,Pk,PLANKTIVORE,0.04244108,2.854,75,0.88,1,40,T,After 10 minutes
2280236,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,ELBI,Elagatis bipinnulata,Rainbow runner,Jack,Carangidae,Elagatis bipinnulata,Species,Pisc,PISCIVORE,0.0135,2.92,180,0.77,8,40,T,After 10 minutes
2280237,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,ELBI,Elagatis bipinnulata,Rainbow runner,Jack,Carangidae,Elagatis bipinnulata,Species,Pisc,PISCIVORE,0.0135,2.92,180,0.77,8,38,T,After 10 minutes
2280238,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,ELBI,Elagatis bipinnulata,Rainbow runner,Jack,Carangidae,Elagatis bipinnulata,Species,Pisc,PISCIVORE,0.0135,2.92,180,0.77,8,44,T,After 10 minutes
2280239,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CAAB,Carcharhinus amblyrhynchos,Grey reef shark,Requiem,Carcharhinidae,Carcharhinus amblyrhynchos,Species,Pisc,PISCIVORE,0.0023,3.373,240,0.85,1,110,P,Presence
2280240,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CAME,Caranx melampygus,Bluefin trevally,Jack,Carangidae,Caranx melampygus,Species,Pisc,PISCIVORE,0.02866,2.974,117,0.89,4,50,P,Presence
2280241,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CAME,Caranx melampygus,Bluefin trevally,Jack,Carangidae,Caranx melampygus,Species,Pisc,PISCIVORE,0.02866,2.974,117,0.89,4,56,P,Presence
2280242,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CAME,Caranx melampygus,Bluefin trevally,Jack,Carangidae,Caranx melampygus,Species,Pisc,PISCIVORE,0.02866,2.974,117,0.89,4,45,P,Presence
2280243,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,BLEN,Blenniidae,Blenny species,Blenny,Blenniidae,,Family,Pk,PLANKTIVORE,0.00218,3.90064,16.6,1,4,6,I,Instantaneous
2280244,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1017,-0.370127,-160.008941,Forereef,Mid,10398,02-APR-17,2017,TCW,1845964042,A,nSPC,-1,0,9.8,7.5,2,,20,33,,0,,,,,,,45,,AGR,Aggregate Reef,Slight,22,5.4,11.6,20,30,40,10,0,1.2,O,R,CAML,Carcharhinus melanopterus,Blacktip reef shark,Requiem,Carcharhinidae,Carcharhinus melanopterus,Species,Pisc,PISCIVORE,0.00136,3.34,200,1,1,120,P,Presence
2280455,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,CTSR,Ctenochaetus striatus,Striated surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus striatus,Species,H,PRIMARY,0.02313,3.06347,28,0.91,1,23,N,Non-Instantaneous
2280456,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,CTMA,Ctenochaetus marginatus,Striped-fin surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus marginatus,Species,H,PRIMARY,0.0237,3.056,29,0.95,1,24,I,Instantaneous
2280457,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,RHRE,Rhinecanthus rectangulus,Wedge-tail triggerfish,Triggerfish,Balistidae,Rhinecanthus rectangulus,Species,MI,SECONDARY,0.0522,2.641,25,1,1,20,I,Instantaneous
2280458,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,RHRE,Rhinecanthus rectangulus,Wedge-tail triggerfish,Triggerfish,Balistidae,Rhinecanthus rectangulus,Species,MI,SECONDARY,0.0522,2.641,25,1,1,17,I,Instantaneous
2280459,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,MEVI,Melichthys vidua,Pinktail triggerfish,Triggerfish,Balistidae,Melichthys vidua,Species,H,PRIMARY,0.0058,3.554,34,1,3,25,I,Instantaneous
2280460,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,CHLU,Chaetodon lunula,Raccoon butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon lunula,Species,SI,SECONDARY,0.0296,2.9895,21,1,2,17,I,Instantaneous
2280461,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,ACNC,Acanthurus nigricans,Whitecheek surgeonfish,Surgeonfish,Acanthuridae,Acanthurus nigricans,Species,H,PRIMARY,0.067,2.669,23,1,2,20,I,Instantaneous
2280462,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,ACNC,Acanthurus nigricans,Whitecheek surgeonfish,Surgeonfish,Acanthuridae,Acanthurus nigricans,Species,H,PRIMARY,0.067,2.669,23,1,1,17,I,Instantaneous
2280463,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,PAMU,Parupeneus multifasciatus,Manybar goatfish,Goatfish,Mullidae,Parupeneus multifasciatus,Species,MI,SECONDARY,0.01136,3.21082,38,0.9,2,24,I,Instantaneous
2280464,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,EPHE,Epinephelus hexagonatus,Starspotted grouper,Grouper,Serranidae,Epinephelus hexagonatus,Species,Pisc,PISCIVORE,0.0132,3.0372,26,1,1,25,I,Instantaneous
2280465,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,EPHE,Epinephelus hexagonatus,Starspotted grouper,Grouper,Serranidae,Epinephelus hexagonatus,Species,Pisc,PISCIVORE,0.0132,3.0372,26,1,1,20,I,Instantaneous
2280466,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,CEAR,Cephalopholis argus,Peacock hind,Grouper,Serranidae,Cephalopholis argus,Species,Pisc,PISCIVORE,0.00929,3.18074,60,1,1,33,I,Instantaneous
2280467,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,THAM,Thalassoma amblycephalum,Bluntheaded wrasse,Wrasse,Labridae,Thalassoma amblycephalum,Species,Pk,PLANKTIVORE,0.0095,3,15,1,6,5,I,Instantaneous
2280468,112,HA1701,Pacific Remote Island Areas,Jarvis,JAR-1051,-0.381254,-160.010531,Forereef,Shallow,10411,03-APR-17,2017,RMW,1845964046,A,nSPC,0,0,5,7.5,1,,5,19,,3,,,,,,,72,,SAG,Spur and Groove,None,30,3,5,80,20,0,0,0,0.5,R,R,THAM,Thalassoma amblycephalum,Bluntheaded wrasse,Wrasse,Labridae,Thalassoma amblycephalum,Species,Pk,PLANKTIVORE,0.0095,3,15,1,14,7,I,Instantaneous
